case_id,hotel_id,room_a_index,room_b_index,room_a_name,room_b_name,room_a_features,room_b_features,fuzzy_score,same_category,room_class_both_known,same_room_class,view_both_known,same_view,bed_type_both_known,same_bed_type,bed_config_both_present,same_bed_configuration,occupancy_both_known,same_occupancy,same_single_use,same_balcony,label
hotel_38908077_20260722_192701,38908077,46,130,"COMFORT SEA VIEW ROOM, DOUBLE BED AND TWO SOFAS",Comfort Twin Room with Two Sofa Beds and Sea View,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}","{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""twin"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}",80.0,1,1,1,1,1,0,0,1,0,1,1,1,1,0
hotel_38908077_20260722_192701,38908077,46,131,"COMFORT SEA VIEW ROOM, DOUBLE BED AND TWO SOFAS",Comfort Double Room with Two Sofa Beds and Sea View,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}","{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}",92.78350515463916,1,1,1,1,1,0,0,1,1,1,1,1,1,0
hotel_38908077_20260722_192701,38908077,72,131,"Comfort Sea View Room, Double Bed ,Two Sofas",Comfort Double Room with Two Sofa Beds and Sea View,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}","{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}",88.17204301075269,1,1,1,1,1,0,0,1,1,1,1,1,1,0
hotel_38908077_20260722_192701,38908077,275,130,Comfort Sea View Room  Double Bed And Two Sofas,Comfort Twin Room with Two Sofa Beds and Sea View,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}","{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""twin"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}",80.0,1,1,1,1,1,0,0,1,0,1,1,1,1,0
hotel_38908077_20260722_192701,38908077,275,131,Comfort Sea View Room  Double Bed And Two Sofas,Comfort Double Room with Two Sofa Beds and Sea View,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}","{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}",92.78350515463916,1,1,1,1,1,0,0,1,1,1,1,1,1,0
hotel_38908077_20260722_192701,38908077,10,193,COMFORT ROOM - SEA VIEW,Connected King Room with Two Twin Beds and Sea View,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": null, ""single_use"": false, ""bed_relation"": ""unknown""}","{""category"": ""room"", ""room_class"": ""unknown"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""king"", ""count"": null}, {""type"": ""twin"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}",76.47058823529412,1,0,0,1,1,0,0,0,0,0,0,1,1,0
hotel_38908077_20260722_192701,38908077,10,296,COMFORT ROOM - SEA VIEW,Connection Sea View Room  King Bed and Twin Beds 1 Double Bed and 2 Twin Beds,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": null, ""single_use"": false, ""bed_relation"": ""unknown""}","{""category"": ""room"", ""room_class"": ""unknown"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": 1}, {""type"": ""twin"", ""count"": 2}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}",76.47058823529412,1,0,0,1,1,0,0,0,0,0,0,1,1,0
hotel_38908077_20260722_192701,38908077,60,194,double comfort sea view,"Connection Sea View Room, King Bed and Twin Beds,1 Double Bed and 2 Twin Beds","{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""double"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}","{""category"": ""room"", ""room_class"": ""unknown"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": 1}, {""type"": ""twin"", ""count"": 2}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}",78.94736842105263,1,0,0,1,1,0,0,1,0,1,1,1,1,0
hotel_38908077_20260722_192701,38908077,60,296,double comfort sea view,Connection Sea View Room  King Bed and Twin Beds 1 Double Bed and 2 Twin Beds,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""double"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}","{""category"": ""room"", ""room_class"": ""unknown"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": 1}, {""type"": ""twin"", ""count"": 2}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}",78.94736842105263,1,0,0,1,1,0,0,1,0,1,1,1,1,0
hotel_38908077_20260722_192701,38908077,46,194,"COMFORT SEA VIEW ROOM, DOUBLE BED AND TWO SOFAS","Connection Sea View Room, King Bed and Twin Beds,1 Double Bed and 2 Twin Beds","{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}","{""category"": ""room"", ""room_class"": ""unknown"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": 1}, {""type"": ""twin"", ""count"": 2}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}",75.67567567567568,1,0,0,1,1,0,0,1,0,1,1,1,1,0
hotel_38908077_20260722_192701,38908077,72,194,"Comfort Sea View Room, Double Bed ,Two Sofas","Connection Sea View Room, King Bed and Twin Beds,1 Double Bed and 2 Twin Beds","{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}","{""category"": ""room"", ""room_class"": ""unknown"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": 1}, {""type"": ""twin"", ""count"": 2}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}",72.72727272727272,1,0,0,1,1,0,0,1,0,1,1,1,1,0
hotel_38908077_20260722_192701,38908077,275,296,Comfort Sea View Room  Double Bed And Two Sofas,Connection Sea View Room  King Bed and Twin Beds 1 Double Bed and 2 Twin Beds,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}","{""category"": ""room"", ""room_class"": ""unknown"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": 1}, {""type"": ""twin"", ""count"": 2}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}",75.67567567567568,1,0,0,1,1,0,0,1,0,1,1,1,1,0
hotel_38908077_20260722_192701,38908077,10,240,COMFORT ROOM - SEA VIEW,Double Connection Sea View Room,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": null, ""single_use"": false, ""bed_relation"": ""unknown""}","{""category"": ""room"", ""room_class"": ""unknown"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}",76.47058823529412,1,0,0,1,1,0,0,0,0,0,0,1,1,0
hotel_38908077_20260722_192701,38908077,60,240,double comfort sea view,Double Connection Sea View Room,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""double"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}","{""category"": ""room"", ""room_class"": ""unknown"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}",78.94736842105263,1,0,0,1,1,0,0,1,1,1,1,1,1,0
hotel_38908077_20260722_192701,38908077,62,240,"Comfort Double Room with Two Sofas, Sea View",Double Connection Sea View Room,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}","{""category"": ""room"", ""room_class"": ""unknown"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}",78.43137254901961,1,0,0,1,1,0,0,1,1,1,1,1,1,0
hotel_38908077_20260722_192701,38908077,278,240,Comfort Double Room with Two Sofas Sea View,Double Connection Sea View Room,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}","{""category"": ""room"", ""room_class"": ""unknown"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}",78.43137254901961,1,0,0,1,1,0,0,1,1,1,1,1,1,0
hotel_38908077_20260722_192701,38908077,275,240,Comfort Sea View Room  Double Bed And Two Sofas,Double Connection Sea View Room,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}","{""category"": ""room"", ""room_class"": ""unknown"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}",78.43137254901961,1,0,0,1,1,0,0,1,1,1,1,1,1,0
hotel_38908077_20260722_192701,38908077,10,294,COMFORT ROOM - SEA VIEW,Connection Sea View Room King Bed and Twin Beds,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": null, ""single_use"": false, ""bed_relation"": ""unknown""}","{""category"": ""room"", ""room_class"": ""unknown"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""king"", ""count"": null}, {""type"": ""twin"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""combined""}",76.47058823529412,1,0,0,1,1,0,0,0,0,0,0,1,1,0
hotel_38908077_20260722_192701,38908077,10,261,COMFORT ROOM - SEA VIEW,Deluxe Room with 2 Single Beds and Sea View,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": null, ""single_use"": false, ""bed_relation"": ""unknown""}","{""category"": ""room"", ""room_class"": ""deluxe"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""single"", ""count"": 2}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 1, ""single_use"": false, ""bed_relation"": ""combined""}",76.47058823529412,1,1,0,1,1,0,0,0,0,0,0,1,1,0
hotel_38908077_20260722_192701,38908077,10,276,COMFORT ROOM - SEA VIEW,TWIN COMFORT,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": null, ""single_use"": false, ""bed_relation"": ""unknown""}","{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""unknown"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""twin"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}",73.6842105263158,1,1,1,0,0,0,0,0,0,0,0,1,1,0
hotel_38908077_20260722_192701,38908077,60,276,double comfort sea view,TWIN COMFORT,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""double"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}","{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""unknown"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""twin"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}",73.6842105263158,1,1,1,0,0,0,0,1,0,1,1,1,1,0
hotel_38908077_20260722_192701,38908077,62,276,"Comfort Double Room with Two Sofas, Sea View",TWIN COMFORT,"{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""sea"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""double"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}","{""category"": ""room"", ""room_class"": ""comfort"", ""suite_type"": ""not_applicable"", ""club_access"": false, ""view"": ""unknown"", ""balcony"": false, ""terrace"": false, ""dormitory_bed_count"": null, ""dormitory_type"": ""not_applicable"", ""bed_type"": ""unknown"", ""bedroom_count"": null, ""bed_configuration"": [{""type"": ""twin"", ""count"": null}], ""connecting_room"": false, ""swim_up"": false, ""annex"": false, ""jacuzzi"": false, ""hot_tub"": false, ""occupancy"": 2, ""single_use"": false, ""bed_relation"": ""unknown""}",73.6842105263158,1,1,1,0,0,0,0,1,0,1,1,1,1,0
