case_id,hotel_id,room_a_index,room_b_index,room_a_name,room_b_name,fuzzy_score,label
hotel_32232655_20260722_163932,32232655,28,213,Family main building room,Aska River Side Annex Building Family Room,88.89,0
hotel_32232655_20260722_163932,32232655,28,214,Family main building room,Aska River Side Anex Building Family Room,88.89,0
hotel_32232655_20260722_163932,32232655,28,348,Family main building room,ASKA RIVER SIDE ANNEX BUILDING FAMILY ROOM FAMILY ROOM ANNEX,88.89,0
hotel_32232655_20260722_163932,32232655,28,352,Family main building room,Aska River Side Anex Building Family Room Aska River Side Anex Building Family Room,88.89,0
hotel_32232655_20260722_163932,32232655,99,213,MAIN BUILDING FAMILY ROOM,Aska River Side Annex Building Family Room,88.89,0
hotel_32232655_20260722_163932,32232655,99,214,MAIN BUILDING FAMILY ROOM,Aska River Side Anex Building Family Room,88.89,0
hotel_32232655_20260722_163932,32232655,99,348,MAIN BUILDING FAMILY ROOM,ASKA RIVER SIDE ANNEX BUILDING FAMILY ROOM FAMILY ROOM ANNEX,88.89,0
hotel_32232655_20260722_163932,32232655,99,352,MAIN BUILDING FAMILY ROOM,Aska River Side Anex Building Family Room Aska River Side Anex Building Family Room,88.89,0
hotel_32232655_20260722_163932,32232655,108,213,FAMILY ROOM - MAIN BUILDING,Aska River Side Annex Building Family Room,85.11,0
hotel_32232655_20260722_163932,32232655,108,214,FAMILY ROOM - MAIN BUILDING,Aska River Side Anex Building Family Room,85.11,0
hotel_32232655_20260722_163932,32232655,108,348,FAMILY ROOM - MAIN BUILDING,ASKA RIVER SIDE ANNEX BUILDING FAMILY ROOM FAMILY ROOM ANNEX,85.11,0
hotel_32232655_20260722_163932,32232655,108,352,FAMILY ROOM - MAIN BUILDING,Aska River Side Anex Building Family Room Aska River Side Anex Building Family Room,85.11,0
hotel_32232655_20260722_163932,32232655,218,213,Family Room S26,Aska River Side Annex Building Family Room,84.62,0
hotel_32232655_20260722_163932,32232655,218,214,Family Room S26,Aska River Side Anex Building Family Room,84.62,0
hotel_32232655_20260722_163932,32232655,218,348,Family Room S26,ASKA RIVER SIDE ANNEX BUILDING FAMILY ROOM FAMILY ROOM ANNEX,84.62,0
hotel_32232655_20260722_163932,32232655,218,352,Family Room S26,Aska River Side Anex Building Family Room Aska River Side Anex Building Family Room,84.62,0
hotel_32232655_20260722_163932,32232655,381,213,FAMILY ROOM STANDARD,Aska River Side Annex Building Family Room,70.97,0
hotel_32232655_20260722_163932,32232655,381,214,FAMILY ROOM STANDARD,Aska River Side Anex Building Family Room,70.97,0
hotel_32232655_20260722_163932,32232655,381,348,FAMILY ROOM STANDARD,ASKA RIVER SIDE ANNEX BUILDING FAMILY ROOM FAMILY ROOM ANNEX,70.97,0
hotel_32232655_20260722_163932,32232655,381,352,FAMILY ROOM STANDARD,Aska River Side Anex Building Family Room Aska River Side Anex Building Family Room,70.97,0
hotel_32232655_20260722_163932,32232655,386,213,Family Room S26 Family Room,Aska River Side Annex Building Family Room,84.62,0
hotel_32232655_20260722_163932,32232655,386,214,Family Room S26 Family Room,Aska River Side Anex Building Family Room,84.62,0
hotel_32232655_20260722_163932,32232655,386,348,Family Room S26 Family Room,ASKA RIVER SIDE ANNEX BUILDING FAMILY ROOM FAMILY ROOM ANNEX,84.62,0
hotel_32232655_20260722_163932,32232655,386,352,Family Room S26 Family Room,Aska River Side Anex Building Family Room Aska River Side Anex Building Family Room,84.62,0
hotel_32232655_20260722_163932,32232655,407,213,Main Building Family Room Double Use,Aska River Side Annex Building Family Room,71.79,0
hotel_32232655_20260722_163932,32232655,407,214,Main Building Family Room Double Use,Aska River Side Anex Building Family Room,72.73,0
hotel_32232655_20260722_163932,32232655,407,348,Main Building Family Room Double Use,ASKA RIVER SIDE ANNEX BUILDING FAMILY ROOM FAMILY ROOM ANNEX,71.79,0
hotel_32232655_20260722_163932,32232655,407,352,Main Building Family Room Double Use,Aska River Side Anex Building Family Room Aska River Side Anex Building Family Room,72.73,0
hotel_32232655_20260722_163932,32232655,381,365,FAMILY ROOM STANDARD,"Standard Room (2 Adults and 2 Children),1 Double Bed and 1 Twin Sofa Bed",78.79,0
hotel_32232655_20260722_163932,32232655,381,488,FAMILY ROOM STANDARD,Standard Room (2 Adults and 2 Children) 1 Double Bed and 1 Twin Sofa Bed,78.79,0
hotel_32232655_20260722_163932,32232655,510,365,FAMILY ROOM WITH DOUBLE BED,"Standard Room (2 Adults and 2 Children),1 Double Bed and 1 Twin Sofa Bed",71.43,0
hotel_32232655_20260722_163932,32232655,510,488,FAMILY ROOM WITH DOUBLE BED,Standard Room (2 Adults and 2 Children) 1 Double Bed and 1 Twin Sofa Bed,71.43,0
hotel_32232655_20260722_163932,32232655,381,489,FAMILY ROOM STANDARD,Standard Triple Room 1 Double Bed and 1 Twin Sofa Bed,78.79,0
hotel_32232655_20260722_163932,32232655,510,489,FAMILY ROOM WITH DOUBLE BED,Standard Triple Room 1 Double Bed and 1 Twin Sofa Bed,71.43,0
hotel_32232655_20260722_163932,32232655,381,404,FAMILY ROOM STANDARD,Standard Room (Sea Side View) Double Use,78.79,0
hotel_32232655_20260722_163932,32232655,381,448,FAMILY ROOM STANDARD,aska river suite anex building standard room land view,78.79,0
hotel_32232655_20260722_163932,32232655,510,492,FAMILY ROOM WITH DOUBLE BED,TRIPLE WITH DOUBLE BED,81.08,0
hotel_32232655_20260722_163932,32232655,30,461,"Family Room , 1 Double Bed, 2 Twin Beds and 1 Twin Sofa Bed",Double or Twin PROMO,70.97,0
hotel_32232655_20260722_163932,32232655,395,461,"Family Room,1 Double Bed, 2 Twin Beds and 1 Twin Sofa Bed",Double or Twin PROMO,70.97,0
hotel_32232655_20260722_163932,32232655,509,461,Family Room 1 Double Bed  2 Twin Beds and 1 Twin Sofa Bed,Double or Twin PROMO,70.97,0
hotel_32232655_20260722_163932,32232655,30,145,"Family Room , 1 Double Bed, 2 Twin Beds and 1 Twin Sofa Bed",STANDARD DOUBLE OR TWIN ROOM,72.73,0
hotel_32232655_20260722_163932,32232655,509,145,Family Room 1 Double Bed  2 Twin Beds and 1 Twin Sofa Bed,STANDARD DOUBLE OR TWIN ROOM,72.73,0
hotel_32232655_20260722_163932,32232655,395,325,"Family Room,1 Double Bed, 2 Twin Beds and 1 Twin Sofa Bed","Standard Room,1 Double Bed",79.07,0
hotel_32232655_20260722_163932,32232655,30,365,"Family Room , 1 Double Bed, 2 Twin Beds and 1 Twin Sofa Bed","Standard Room (2 Adults and 2 Children),1 Double Bed and 1 Twin Sofa Bed",77.65,0
hotel_32232655_20260722_163932,32232655,30,488,"Family Room , 1 Double Bed, 2 Twin Beds and 1 Twin Sofa Bed",Standard Room (2 Adults and 2 Children) 1 Double Bed and 1 Twin Sofa Bed,77.65,0
hotel_32232655_20260722_163932,32232655,395,365,"Family Room,1 Double Bed, 2 Twin Beds and 1 Twin Sofa Bed","Standard Room (2 Adults and 2 Children),1 Double Bed and 1 Twin Sofa Bed",70.0,0
hotel_32232655_20260722_163932,32232655,395,488,"Family Room,1 Double Bed, 2 Twin Beds and 1 Twin Sofa Bed",Standard Room (2 Adults and 2 Children) 1 Double Bed and 1 Twin Sofa Bed,70.18,0
hotel_32232655_20260722_163932,32232655,509,365,Family Room 1 Double Bed  2 Twin Beds and 1 Twin Sofa Bed,"Standard Room (2 Adults and 2 Children),1 Double Bed and 1 Twin Sofa Bed",84.62,0
hotel_32232655_20260722_163932,32232655,509,488,Family Room 1 Double Bed  2 Twin Beds and 1 Twin Sofa Bed,Standard Room (2 Adults and 2 Children) 1 Double Bed and 1 Twin Sofa Bed,84.62,0
hotel_32232655_20260722_163932,32232655,30,489,"Family Room , 1 Double Bed, 2 Twin Beds and 1 Twin Sofa Bed",Standard Triple Room 1 Double Bed and 1 Twin Sofa Bed,79.49,0
hotel_32232655_20260722_163932,32232655,395,366,"Family Room,1 Double Bed, 2 Twin Beds and 1 Twin Sofa Bed","Standard Triple Room,1 Double Bed and 1 Twin Sofa Bed",80.49,0
hotel_32232655_20260722_163932,32232655,395,489,"Family Room,1 Double Bed, 2 Twin Beds and 1 Twin Sofa Bed",Standard Triple Room 1 Double Bed and 1 Twin Sofa Bed,71.23,0
hotel_32232655_20260722_163932,32232655,509,366,Family Room 1 Double Bed  2 Twin Beds and 1 Twin Sofa Bed,"Standard Triple Room,1 Double Bed and 1 Twin Sofa Bed",73.24,0
hotel_32232655_20260722_163932,32232655,509,489,Family Room 1 Double Bed  2 Twin Beds and 1 Twin Sofa Bed,Standard Triple Room 1 Double Bed and 1 Twin Sofa Bed,81.58,0
hotel_32232655_20260722_163932,32232655,31,32,Standard Double Room with Land View (2 Adults + 2 Children),Standard Triple Room with Land View,88.89,0
hotel_32232655_20260722_163932,32232655,177,32,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),Standard Triple Room with Land View,88.89,0
hotel_32232655_20260722_163932,32232655,337,32,LAND VIEW DOUBLE ROOM,Standard Triple Room with Land View,80.0,0
hotel_32232655_20260722_163932,32232655,402,32,Standard Room (Land View) Double Use,Standard Triple Room with Land View,73.24,0
hotel_32232655_20260722_163932,32232655,31,42,Standard Double Room with Land View (2 Adults + 2 Children),Double Standard Room Pool View With Balcony,82.19,0
hotel_32232655_20260722_163932,32232655,177,42,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),Double Standard Room Pool View With Balcony,82.19,0
hotel_32232655_20260722_163932,32232655,337,42,LAND VIEW DOUBLE ROOM,Double Standard Room Pool View With Balcony,86.49,0
hotel_32232655_20260722_163932,32232655,402,42,Standard Room (Land View) Double Use,Double Standard Room Pool View With Balcony,73.42,0
hotel_32232655_20260722_163932,32232655,31,48,Standard Double Room with Land View (2 Adults + 2 Children),Double Standard Room Side Sea View With Balcony,77.92,0
hotel_32232655_20260722_163932,32232655,177,48,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),Double Standard Room Side Sea View With Balcony,78.95,0
hotel_32232655_20260722_163932,32232655,337,48,LAND VIEW DOUBLE ROOM,Double Standard Room Side Sea View With Balcony,86.49,0
hotel_32232655_20260722_163932,32232655,402,48,Standard Room (Land View) Double Use,Double Standard Room Side Sea View With Balcony,74.7,0
hotel_32232655_20260722_163932,32232655,31,49,Standard Double Room with Land View (2 Adults + 2 Children),Twin Land View,78.26,0
hotel_32232655_20260722_163932,32232655,177,49,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),Twin Land View,78.26,0
hotel_32232655_20260722_163932,32232655,337,49,LAND VIEW DOUBLE ROOM,Twin Land View,78.26,0
hotel_32232655_20260722_163932,32232655,31,52,Standard Double Room with Land View (2 Adults + 2 Children),Standard Room Sea View,90.0,0
hotel_32232655_20260722_163932,32232655,31,144,Standard Double Room with Land View (2 Adults + 2 Children),ROOM - SEA VIEW,75.0,0
hotel_32232655_20260722_163932,32232655,177,52,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),Standard Room Sea View,90.0,0
hotel_32232655_20260722_163932,32232655,177,144,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),ROOM - SEA VIEW,75.0,0
hotel_32232655_20260722_163932,32232655,337,144,LAND VIEW DOUBLE ROOM,ROOM - SEA VIEW,75.0,0
hotel_32232655_20260722_163932,32232655,402,52,Standard Room (Land View) Double Use,Standard Room Sea View,74.29,0
hotel_32232655_20260722_163932,32232655,31,400,Standard Double Room with Land View (2 Adults + 2 Children),Standard Land View (Anex Building) Double Use,71.43,0
hotel_32232655_20260722_163932,32232655,177,400,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),Standard Land View (Anex Building) Double Use,71.43,0
hotel_32232655_20260722_163932,32232655,337,53,LAND VIEW DOUBLE ROOM,Twin/Double Room - Annex - Land View,80.0,0
hotel_32232655_20260722_163932,32232655,337,400,LAND VIEW DOUBLE ROOM,Standard Land View (Anex Building) Double Use,86.49,0
hotel_32232655_20260722_163932,32232655,402,400,Standard Room (Land View) Double Use,Standard Land View (Anex Building) Double Use,74.07,0
hotel_32232655_20260722_163932,32232655,31,66,Standard Double Room with Land View (2 Adults + 2 Children),Family Room Land View,80.0,0
hotel_32232655_20260722_163932,32232655,177,66,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),Family Room Land View,80.0,0
hotel_32232655_20260722_163932,32232655,337,66,LAND VIEW DOUBLE ROOM,Family Room Land View,80.0,0
hotel_32232655_20260722_163932,32232655,31,80,Standard Double Room with Land View (2 Adults + 2 Children),DOUBLE STANDARD ROOM WITH BALCONY ,86.21,0
hotel_32232655_20260722_163932,32232655,177,80,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),DOUBLE STANDARD ROOM WITH BALCONY ,86.21,0
hotel_32232655_20260722_163932,32232655,402,80,Standard Room (Land View) Double Use,DOUBLE STANDARD ROOM WITH BALCONY ,75.47,0
hotel_32232655_20260722_163932,32232655,177,89,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),DOUBLE/TWIN ROOM LAND VIEW WITH BALCONY,70.59,0
hotel_32232655_20260722_163932,32232655,337,89,LAND VIEW DOUBLE ROOM,DOUBLE/TWIN ROOM LAND VIEW WITH BALCONY,80.0,0
hotel_32232655_20260722_163932,32232655,402,416,Standard Room (Land View) Double Use,ASKA RIVER SIDE ANEX BUILDING Standard Double Room,71.43,0
hotel_32232655_20260722_163932,32232655,31,165,Standard Double Room with Land View (2 Adults + 2 Children),STANDARD CONNECTING ROOM,70.27,0
hotel_32232655_20260722_163932,32232655,177,165,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),STANDARD CONNECTING ROOM,70.27,0
hotel_32232655_20260722_163932,32232655,402,165,Standard Room (Land View) Double Use,STANDARD CONNECTING ROOM,70.27,0
hotel_32232655_20260722_163932,32232655,31,145,Standard Double Room with Land View (2 Adults + 2 Children),STANDARD DOUBLE OR TWIN ROOM,83.33,0
hotel_32232655_20260722_163932,32232655,177,145,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),STANDARD DOUBLE OR TWIN ROOM,83.33,0
hotel_32232655_20260722_163932,32232655,177,312,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),"STANDARD ROOM, DOUBLE OR TWIN BED",70.89,0
hotel_32232655_20260722_163932,32232655,402,145,Standard Room (Land View) Double Use,STANDARD DOUBLE OR TWIN ROOM,83.33,0
hotel_32232655_20260722_163932,32232655,177,146,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),STANDARD DOUBLE OR TWIN ROOM (LIMITED SEA VIEW),70.97,0
hotel_32232655_20260722_163932,32232655,402,146,Standard Room (Land View) Double Use,STANDARD DOUBLE OR TWIN ROOM (LIMITED SEA VIEW),83.87,0
hotel_32232655_20260722_163932,32232655,177,147,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),STANDARD DOUBLE OR TWIN ROOM (POOL VIEW),72.09,0
hotel_32232655_20260722_163932,32232655,402,147,Standard Room (Land View) Double Use,STANDARD DOUBLE OR TWIN ROOM (POOL VIEW),83.87,0
hotel_32232655_20260722_163932,32232655,177,150,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),STANDARD DOUBLE ROOM (LIMITED SEA VIEW),75.29,0
hotel_32232655_20260722_163932,32232655,337,150,LAND VIEW DOUBLE ROOM,STANDARD DOUBLE ROOM (LIMITED SEA VIEW),70.0,0
hotel_32232655_20260722_163932,32232655,402,150,Standard Room (Land View) Double Use,STANDARD DOUBLE ROOM (LIMITED SEA VIEW),88.0,0
hotel_32232655_20260722_163932,32232655,402,154,Standard Room (Land View) Double Use,STANDARD ROOM (LIMITED SEA VIEW),76.47,0
hotel_32232655_20260722_163932,32232655,177,156,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),STANDARD ROOM (SEA VIEW) WITH BALCONY,72.29,0
hotel_32232655_20260722_163932,32232655,402,156,Standard Room (Land View) Double Use,STANDARD ROOM (SEA VIEW) WITH BALCONY,71.23,0
hotel_32232655_20260722_163932,32232655,31,157,Standard Double Room with Land View (2 Adults + 2 Children),STANDARD SUITE,72.73,0
hotel_32232655_20260722_163932,32232655,177,157,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),STANDARD SUITE,72.73,0
hotel_32232655_20260722_163932,32232655,402,157,Standard Room (Land View) Double Use,STANDARD SUITE,72.73,0
hotel_32232655_20260722_163932,32232655,31,159,Standard Double Room with Land View (2 Adults + 2 Children),STANDARD TRIPLE ROOM,78.79,0
hotel_32232655_20260722_163932,32232655,177,159,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),STANDARD TRIPLE ROOM,78.79,0
hotel_32232655_20260722_163932,32232655,402,159,Standard Room (Land View) Double Use,STANDARD TRIPLE ROOM,78.79,0
hotel_32232655_20260722_163932,32232655,31,167,Standard Double Room with Land View (2 Adults + 2 Children),STANDARD ROOM RIVER VIEW,85.71,0
hotel_32232655_20260722_163932,32232655,177,167,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),STANDARD ROOM RIVER VIEW,85.71,0
hotel_32232655_20260722_163932,32232655,402,167,Standard Room (Land View) Double Use,STANDARD ROOM RIVER VIEW,70.27,0
hotel_32232655_20260722_163932,32232655,31,169,Standard Double Room with Land View (2 Adults + 2 Children),STANDARD DOUBLE ROOM (FULL DOUBLE BED),78.43,0
hotel_32232655_20260722_163932,32232655,31,273,Standard Double Room with Land View (2 Adults + 2 Children),"STANDARD ROOM, DOUBLE BED",75.0,0
hotel_32232655_20260722_163932,32232655,31,325,Standard Double Room with Land View (2 Adults + 2 Children),"Standard Room,1 Double Bed",73.17,0
hotel_32232655_20260722_163932,32232655,177,273,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),"STANDARD ROOM, DOUBLE BED",75.0,0
hotel_32232655_20260722_163932,32232655,177,325,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),"Standard Room,1 Double Bed",73.17,0
hotel_32232655_20260722_163932,32232655,177,343,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),STANDARD DOUBLE ROOM (FULL DOUBLE BED) (BED TYPE IS SUBJECT TO AVAILABILITY),80.52,0
hotel_32232655_20260722_163932,32232655,402,169,Standard Room (Land View) Double Use,STANDARD DOUBLE ROOM (FULL DOUBLE BED),78.43,0
hotel_32232655_20260722_163932,32232655,402,273,Standard Room (Land View) Double Use,"STANDARD ROOM, DOUBLE BED",75.0,0
hotel_32232655_20260722_163932,32232655,402,325,Standard Room (Land View) Double Use,"Standard Room,1 Double Bed",73.17,0
hotel_32232655_20260722_163932,32232655,402,343,Standard Room (Land View) Double Use,STANDARD DOUBLE ROOM (FULL DOUBLE BED) (BED TYPE IS SUBJECT TO AVAILABILITY),71.43,0
hotel_32232655_20260722_163932,32232655,31,172,Standard Double Room with Land View (2 Adults + 2 Children),STANDARD DOUBLE ROOM WITH BALCONY (TWIN BEDS),71.43,0
hotel_32232655_20260722_163932,32232655,177,172,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),STANDARD DOUBLE ROOM WITH BALCONY (TWIN BEDS),72.53,0
hotel_32232655_20260722_163932,32232655,402,172,Standard Room (Land View) Double Use,STANDARD DOUBLE ROOM WITH BALCONY (TWIN BEDS),71.43,0
hotel_32232655_20260722_163932,32232655,31,365,Standard Double Room with Land View (2 Adults + 2 Children),"Standard Room (2 Adults and 2 Children),1 Double Bed and 1 Twin Sofa Bed",78.05,0
hotel_32232655_20260722_163932,32232655,31,488,Standard Double Room with Land View (2 Adults + 2 Children),Standard Room (2 Adults and 2 Children) 1 Double Bed and 1 Twin Sofa Bed,85.95,0
hotel_32232655_20260722_163932,32232655,402,365,Standard Room (Land View) Double Use,"Standard Room (2 Adults and 2 Children),1 Double Bed and 1 Twin Sofa Bed",71.43,0
hotel_32232655_20260722_163932,32232655,402,488,Standard Room (Land View) Double Use,Standard Room (2 Adults and 2 Children) 1 Double Bed and 1 Twin Sofa Bed,71.43,0
hotel_32232655_20260722_163932,32232655,177,489,STANDARD DOUBLE ROOM WITH LAND VIEW (FULL DOUBLE BED),Standard Triple Room 1 Double Bed and 1 Twin Sofa Bed,70.97,0
hotel_32232655_20260722_163932,32232655,402,366,Standard Room (Land View) Double Use,"Standard Triple Room,1 Double Bed and 1 Twin Sofa Bed",70.59,0
hotel_32232655_20260722_163932,32232655,402,489,Standard Room (Land View) Double Use,Standard Triple Room 1 Double Bed and 1 Twin Sofa Bed,72.29,0
hotel_32232655_20260722_163932,32232655,402,404,Standard Room (Land View) Double Use,Standard Room (Sea Side View) Double Use,90.91,0
hotel_32232655_20260722_163932,32232655,337,448,LAND VIEW DOUBLE ROOM,aska river suite anex building standard room land view,80.0,0
hotel_32232655_20260722_163932,32232655,32,42,Standard Triple Room with Land View,Double Standard Room Pool View With Balcony,79.31,0
hotel_32232655_20260722_163932,32232655,32,48,Standard Triple Room with Land View,Double Standard Room Side Sea View With Balcony,79.31,0
hotel_32232655_20260722_163932,32232655,32,49,Standard Triple Room with Land View,Twin Land View,78.26,0
hotel_32232655_20260722_163932,32232655,32,52,Standard Triple Room with Land View,Standard Room Sea View,90.0,0
hotel_32232655_20260722_163932,32232655,32,144,Standard Triple Room with Land View,ROOM - SEA VIEW,75.0,0
hotel_32232655_20260722_163932,32232655,32,56,Standard Triple Room with Land View,Standard Family Room Annex 2 Rooms River View With French Balcony,79.31,0
hotel_32232655_20260722_163932,32232655,32,66,Standard Triple Room with Land View,Family Room Land View,80.0,0
hotel_32232655_20260722_163932,32232655,32,80,Standard Triple Room with Land View,DOUBLE STANDARD ROOM WITH BALCONY ,70.59,0
hotel_32232655_20260722_163932,32232655,32,89,Standard Triple Room with Land View,DOUBLE/TWIN ROOM LAND VIEW WITH BALCONY,70.37,0
hotel_32232655_20260722_163932,32232655,32,165,Standard Triple Room with Land View,STANDARD CONNECTING ROOM,70.27,0
hotel_32232655_20260722_163932,32232655,32,156,Standard Triple Room with Land View,STANDARD ROOM (SEA VIEW) WITH BALCONY,75.0,0
hotel_32232655_20260722_163932,32232655,32,157,Standard Triple Room with Land View,STANDARD SUITE,72.73,0
hotel_32232655_20260722_163932,32232655,32,167,Standard Triple Room with Land View,STANDARD ROOM RIVER VIEW,85.71,0
hotel_32232655_20260722_163932,32232655,32,489,Standard Triple Room with Land View,Standard Triple Room 1 Double Bed and 1 Twin Sofa Bed,72.73,0
hotel_32232655_20260722_163932,32232655,32,448,Standard Triple Room with Land View,aska river suite anex building standard room land view,79.31,0
hotel_32232655_20260722_163932,32232655,36,56,Double Aska River Side Annex Building With French Balcony ,Standard Family Room Annex 2 Rooms River View With French Balcony,70.45,0
hotel_32232655_20260722_163932,32232655,36,178,Double Aska River Side Annex Building With French Balcony ,DOUBLE PROMO NO BALCONY,75.68,0
hotel_32232655_20260722_163932,32232655,36,80,Double Aska River Side Annex Building With French Balcony ,DOUBLE STANDARD ROOM WITH BALCONY ,73.08,0
hotel_32232655_20260722_163932,32232655,36,94,Double Aska River Side Annex Building With French Balcony ,ASKA RIVER SIDE ANEX BUILDING DOUBLE ROOM,86.11,0
hotel_32232655_20260722_163932,32232655,36,198,Double Aska River Side Annex Building With French Balcony ,Aska River Side Annex Building Standard Room,81.08,0
hotel_32232655_20260722_163932,32232655,36,199,Double Aska River Side Annex Building With French Balcony ,Aska River Side Anex Building Standart Double Room,76.64,0
hotel_32232655_20260722_163932,32232655,36,226,Double Aska River Side Annex Building With French Balcony ,ASKA RIVER SIDE ANNEX BUILDING STANDARD ROOM STANDARD ROOM ANNEX BUILDING,81.08,0
hotel_32232655_20260722_163932,32232655,36,232,Double Aska River Side Annex Building With French Balcony ,Aska River Side Anex Building Standart Double Room Aska River Side Anex Building Standart Room,76.64,0
hotel_32232655_20260722_163932,32232655,36,416,Double Aska River Side Annex Building With French Balcony ,ASKA RIVER SIDE ANEX BUILDING Standard Double Room,76.54,0
hotel_32232655_20260722_163932,32232655,36,213,Double Aska River Side Annex Building With French Balcony ,Aska River Side Annex Building Family Room,83.33,0
hotel_32232655_20260722_163932,32232655,36,214,Double Aska River Side Annex Building With French Balcony ,Aska River Side Anex Building Family Room,73.85,0
hotel_32232655_20260722_163932,32232655,36,348,Double Aska River Side Annex Building With French Balcony ,ASKA RIVER SIDE ANNEX BUILDING FAMILY ROOM FAMILY ROOM ANNEX,83.33,0
hotel_32232655_20260722_163932,32232655,36,352,Double Aska River Side Annex Building With French Balcony ,Aska River Side Anex Building Family Room Aska River Side Anex Building Family Room,73.85,0
hotel_32232655_20260722_163932,32232655,42,48,Double Standard Room Pool View With Balcony,Double Standard Room Side Sea View With Balcony,93.83,0
hotel_32232655_20260722_163932,32232655,314,49,"DOUBLE OR TWIN BED, BALCONY, POOL VIEW",Twin Land View,78.26,0
hotel_32232655_20260722_163932,32232655,42,51,Double Standard Room Pool View With Balcony,Twin Pool View,78.26,0
hotel_32232655_20260722_163932,32232655,81,51,DOUBLE/TWIN POOL VIEW WITH BALCONY,Twin Pool View,78.26,0
hotel_32232655_20260722_163932,32232655,42,52,Double Standard Room Pool View With Balcony,Standard Room Sea View,90.0,0
hotel_32232655_20260722_163932,32232655,42,144,Double Standard Room Pool View With Balcony,ROOM - SEA VIEW,75.0,0
hotel_32232655_20260722_163932,32232655,42,54,Double Standard Room Pool View With Balcony,Twin Sea View With Balcony,79.07,0
hotel_32232655_20260722_163932,32232655,81,54,DOUBLE/TWIN POOL VIEW WITH BALCONY,Twin Sea View With Balcony,79.07,0
hotel_32232655_20260722_163932,32232655,42,56,Double Standard Room Pool View With Balcony,Standard Family Room Annex 2 Rooms River View With French Balcony,83.78,0
hotel_32232655_20260722_163932,32232655,42,63,Double Standard Room Pool View With Balcony,Standard Family 2 Rooms With Balcony,73.68,0
hotel_32232655_20260722_163932,32232655,42,136,Double Standard Room Pool View With Balcony,FAMILY ROOM WITH BALCONY,82.93,0
hotel_32232655_20260722_163932,32232655,42,64,Double Standard Room Pool View With Balcony,Family 2 Bedrooms Land View Or Pool  With Balcony,74.73,0
hotel_32232655_20260722_163932,32232655,42,503,Double Standard Room Pool View With Balcony,FAMILY 2 BEDROOMS LAND VIEW OR POOL WITH BALCONY,74.73,0
hotel_32232655_20260722_163932,32232655,81,64,DOUBLE/TWIN POOL VIEW WITH BALCONY,Family 2 Bedrooms Land View Or Pool  With Balcony,78.57,0
hotel_32232655_20260722_163932,32232655,81,503,DOUBLE/TWIN POOL VIEW WITH BALCONY,FAMILY 2 BEDROOMS LAND VIEW OR POOL WITH BALCONY,78.57,0
hotel_32232655_20260722_163932,32232655,81,65,DOUBLE/TWIN POOL VIEW WITH BALCONY,Family Two Connecting Rooms Land View Or Pool View With Balcony,78.57,0
hotel_32232655_20260722_163932,32232655,42,178,Double Standard Room Pool View With Balcony,DOUBLE PROMO NO BALCONY,75.68,0
hotel_32232655_20260722_163932,32232655,314,461,"DOUBLE OR TWIN BED, BALCONY, POOL VIEW",Double or Twin PROMO,82.35,0
hotel_32232655_20260722_163932,32232655,42,82,Double Standard Room Pool View With Balcony,DOUBLE/TWIN SEA VIEW WITH BALCONY,71.05,0
hotel_32232655_20260722_163932,32232655,42,329,Double Standard Room Pool View With Balcony,"DOUBLE OR TWIN BED, BALCONY, SEA VIEW",70.0,0
hotel_32232655_20260722_163932,32232655,81,82,DOUBLE/TWIN POOL VIEW WITH BALCONY,DOUBLE/TWIN SEA VIEW WITH BALCONY,93.55,0
