case_id,hotel_id,room_a_index,room_b_index,room_a_name,room_b_name,fuzzy_score,same_category,room_class_both_known,same_room_class,view_both_known,same_view,bed_type_both_known,same_bed_type,bed_config_both_present,same_bed_configuration,same_balcony,label,predicted_label,probability
hotel_39620741_20260722_174828,39620741,65,63,FAMILY ROOM - MAIN BUILDING - SEA SIDE,FAMILY ROOM - A,91.66666666666669,1,0,0,0,0,0,0,0,0,1,0,1,0.679677717194161
hotel_39620741_20260722_174828,39620741,31,63,Family Room Main Building Side Sea View,FAMILY ROOM - A,91.66666666666669,1,0,0,0,0,0,0,0,0,1,0,1,0.679677717194161
hotel_39620741_20260722_174828,39620741,2,126,B Block Land,"A Block Land 2+2,2 Twin Beds",90.9090909090909,1,0,0,0,0,0,0,0,0,1,0,1,0.6638075835230611
hotel_39620741_20260722_174828,39620741,47,118,A BLOCK LAND,B Block Land Triple,90.9090909090909,1,0,0,0,0,0,0,0,0,1,0,1,0.6638075835230611
hotel_39620741_20260722_174828,39620741,2,15,B Block Land,"A Block Land Triple , 2 Twin Beds",90.9090909090909,1,0,0,0,0,0,0,0,0,1,0,1,0.6638075835230611
hotel_39620741_20260722_174828,39620741,2,91,B Block Land,"a block land , 2 twin beds",90.9090909090909,1,0,0,0,0,0,0,0,0,1,0,1,0.6638075835230611
hotel_39620741_20260722_174828,39620741,2,127,B Block Land,"A Block Land Triple,2 Twin Beds",90.9090909090909,1,0,0,0,0,0,0,0,0,1,0,1,0.6638075835230611
hotel_39620741_20260722_174828,39620741,2,120,B Block Land,A Block Land Triple,90.9090909090909,1,0,0,0,0,0,0,0,0,1,0,1,0.6638075835230611
hotel_39766989_20260722_173629,39766989,2,24,Be Large Standard Room Land View,DOUBLE ROOM - LARGE - LAND VIEW,85.1063829787234,1,0,0,1,1,0,0,0,0,1,0,1,0.6630735583434563
hotel_39766989_20260722_173629,39766989,70,24,Standard Room Be Large Land View,DOUBLE ROOM - LARGE - LAND VIEW,85.1063829787234,1,0,0,1,1,0,0,0,0,1,0,1,0.6630735583434563
hotel_39766989_20260722_173629,39766989,62,72,Be Large Room Land View,Be Romantic Room Land View,85.0,1,0,0,1,1,0,0,0,0,1,0,1,0.6608116118666111
hotel_39766989_20260722_173629,39766989,62,3,Be Large Room Land View,Be Romantic Superior Room Land View,85.0,1,0,0,1,1,0,0,0,0,1,0,1,0.6608116118666111
hotel_39766989_20260722_173629,39766989,62,111,Be Large Room Land View,SUPERIOR BE ROMANTIC ROOM LAND VIEW,85.0,1,0,0,1,1,0,0,0,0,1,0,1,0.6608116118666111
hotel_39766989_20260722_173629,39766989,62,52,Be Large Room Land View,be romantic superior land view room,85.0,1,0,0,1,1,0,0,0,0,1,0,1,0.6608116118666111
hotel_39766989_20260722_173629,39766989,62,78,Be Large Room Land View,Superior Room Be Romantic Land View Unit,85.0,1,0,0,1,1,0,0,0,0,1,0,1,0.6608116118666111
hotel_39766989_20260722_173629,39766989,11,116,SUPERIOR BE ROMANTIC LAND VIEW,Superior Room (Land View),87.8048780487805,1,1,1,1,1,0,0,0,0,1,0,1,0.652790001955817
hotel_39620741_20260722_174828,39620741,95,37,Deluxe Double Room,DOUBLE B BLOCK ROOM,75.86206896551724,1,0,0,0,0,0,0,1,1,1,0,1,0.6433520908852829
hotel_39620741_20260722_174828,39620741,95,36,Deluxe Double Room,DOUBLE A BLOCK ROOM,75.86206896551724,1,0,0,0,0,0,0,1,1,1,0,1,0.6433520908852829
hotel_39766989_20260722_173629,39766989,2,97,Be Large Standard Room Land View,Standard Double Room (Land View),87.09677419354838,1,1,1,1,1,0,0,0,0,1,0,1,0.6373877069056965
hotel_39766989_20260722_173629,39766989,70,97,Standard Room Be Large Land View,Standard Double Room (Land View),87.09677419354838,1,1,1,1,1,0,0,0,0,1,0,1,0.6373877069056965
hotel_39766989_20260722_173629,39766989,66,97,Standard Room Be Trendy Land View,Standard Double Room (Land View),86.79245283018868,1,1,1,1,1,0,0,0,0,1,0,1,0.630678400716394
hotel_39766989_20260722_173629,39766989,1,97,Be Trendy Standard Room Land View,Standard Double Room (Land View),86.79245283018868,1,1,1,1,1,0,0,0,0,1,0,1,0.630678400716394
hotel_39766989_20260722_173629,39766989,72,74,Be Romantic Room Land View,Be Romantic Room Sea Side View,89.36170212765957,1,0,0,0,0,0,0,0,0,1,0,1,0.6302479481520348
hotel_39620741_20260722_174828,39620741,152,163,Laguna Duplex Swim-Up Quad,Laguna Duplex Swim-Up 5 Person,89.36170212765957,1,0,0,0,0,0,0,0,0,1,0,1,0.6302479481520348
hotel_39620741_20260722_174828,39620741,79,13,BUNGALOW 2+2,Bungalow Triple,88.88888888888889,1,0,0,0,0,0,0,0,0,1,0,1,0.619718938970484
hotel_39620741_20260722_174828,39620741,79,56,BUNGALOW 2+2,BUNGALOW - TRIPLE,88.88888888888889,1,0,0,0,0,0,0,0,0,1,0,1,0.619718938970484
hotel_39620741_20260722_174828,39620741,100,60,Main Building Family Side Sea,FAMILY ROOM - MAIN BUILDING,88.88888888888889,1,0,0,0,0,0,0,0,0,1,0,1,0.619718938970484
hotel_39620741_20260722_174828,39620741,18,60,Main Building Family Sea Side,FAMILY ROOM - MAIN BUILDING,88.88888888888889,1,0,0,0,0,0,0,0,0,1,0,1,0.619718938970484
hotel_39620741_20260722_174828,39620741,22,60,Main Building Family Sea Side Quad,FAMILY ROOM - MAIN BUILDING,88.88888888888889,1,0,0,0,0,0,0,0,0,1,0,1,0.619718938970484
hotel_39620741_20260722_174828,39620741,79,138,BUNGALOW 2+2,"Bungalow Triple , 1 Double Bed and 1 Twin Sofa Bed",88.88888888888889,1,0,0,0,0,0,0,0,0,1,0,1,0.619718938970484
hotel_39620741_20260722_174828,39620741,79,6,BUNGALOW 2+2,Standard Superior Double Bungalow (full double bed),88.88888888888889,1,0,0,0,0,0,0,0,0,1,0,1,0.619718938970484
hotel_39620741_20260722_174828,39620741,60,167,FAMILY ROOM - MAIN BUILDING,Main Building Family Sea Side 5 Person,88.88888888888889,1,0,0,0,0,0,0,0,0,1,0,1,0.619718938970484
hotel_39620741_20260722_174828,39620741,60,161,FAMILY ROOM - MAIN BUILDING,"Main Building Family Sea Side Quad,1 Double Bed and 2 Twin Sofa Beds",88.88888888888889,1,0,0,0,0,0,0,0,0,1,0,1,0.619718938970484
hotel_39620741_20260722_174828,39620741,79,130,BUNGALOW 2+2,"Bungalow Triple,1 Double Bed and 1 Twin Sofa Bed",88.88888888888889,1,0,0,0,0,0,0,0,0,1,0,1,0.619718938970484
hotel_39620741_20260722_174828,39620741,79,76,BUNGALOW 2+2,SUPERIOR BUNGALOW,88.88888888888889,1,0,0,0,0,0,0,0,0,1,0,1,0.619718938970484
hotel_39620741_20260722_174828,39620741,79,28,BUNGALOW 2+2,Bungalow Superior Standard Room,88.88888888888889,1,0,0,0,0,0,0,0,0,1,0,1,0.619718938970484
hotel_39620741_20260722_174828,39620741,60,171,FAMILY ROOM - MAIN BUILDING,"Main Building Family Sea Side 5 Person,1 Double Bed and 2 Twin Sofa Beds",88.88888888888889,1,0,0,0,0,0,0,0,0,1,0,1,0.619718938970484
hotel_39620741_20260722_174828,39620741,60,147,FAMILY ROOM - MAIN BUILDING,"Main Building Family Side Sea,1 Double Bed and 2 Twin Sofa Beds",88.88888888888889,1,0,0,0,0,0,0,0,0,1,0,1,0.619718938970484
hotel_39766989_20260722_173629,39766989,60,52,Be Trendy Room Land View,be romantic superior land view room,82.92682926829268,1,0,0,1,1,0,0,0,0,1,0,1,0.6153664739391881
hotel_39766989_20260722_173629,39766989,60,72,Be Trendy Room Land View,Be Romantic Room Land View,82.92682926829268,1,0,0,1,1,0,0,0,0,1,0,1,0.6153664739391881
hotel_39766989_20260722_173629,39766989,60,111,Be Trendy Room Land View,SUPERIOR BE ROMANTIC ROOM LAND VIEW,82.92682926829268,1,0,0,1,1,0,0,0,0,1,0,1,0.6153664739391881
hotel_39766989_20260722_173629,39766989,60,3,Be Trendy Room Land View,Be Romantic Superior Room Land View,82.92682926829268,1,0,0,1,1,0,0,0,0,1,0,1,0.6153664739391881
hotel_39766989_20260722_173629,39766989,60,78,Be Trendy Room Land View,Superior Room Be Romantic Land View Unit,82.92682926829268,1,0,0,1,1,0,0,0,0,1,0,1,0.6153664739391881
hotel_39620741_20260722_174828,39620741,150,145,A Block Family Land Quad,"A Block Family Land,1 Double Bed and 2 Twin Sofa Beds",88.37209302325581,1,0,0,0,0,0,0,0,0,1,0,1,0.6080805743112644
hotel_39620741_20260722_174828,39620741,149,172,"Lagoon Duplex Swim up,1 Double Bed and 2 Twin Sofa Beds",Lagoon Duplex Swim Up 5 Person,82.35294117647058,1,0,0,1,1,0,0,0,0,1,0,1,0.602381496128944
hotel_39620741_20260722_174828,39620741,165,172,"Lagoon Duplex Swim Up Quad , 1 Double Bed and 2 Twin Sofa Beds",Lagoon Duplex Swim Up 5 Person,82.35294117647058,1,0,0,1,1,0,0,0,0,1,0,1,0.602381496128944
hotel_39620741_20260722_174828,39620741,20,172,"Lagoon Duplex Swim up , 1 Double Bed and 2 Twin Sofa Beds",Lagoon Duplex Swim Up 5 Person,82.35294117647058,1,0,0,1,1,0,0,0,0,1,0,1,0.602381496128944
hotel_39620741_20260722_174828,39620741,157,172,"Lagoon Duplex Swim Up Quad,1 Double Bed and 2 Twin Sofa Beds",Lagoon Duplex Swim Up 5 Person,82.35294117647058,1,0,0,1,1,0,0,0,0,1,0,1,0.602381496128944
hotel_39766989_20260722_173629,39766989,27,84,FAMILY ROOM - 2 ROOMS - LATERAL SEA VIEW,Family Standard 2 Bedrooms Lateral Sea View,81.9672131147541,1,0,0,1,1,0,0,0,0,1,0,1,0.5935709273449855
hotel_39620741_20260722_174828,39620741,127,134,"A Block Land Triple,2 Twin Beds","Main Building Sea Side Triple,2 Twin Beds",73.46938775510205,1,0,0,0,0,0,0,1,1,1,0,1,0.58966921110479
hotel_39620741_20260722_174828,39620741,15,16,"A Block Land Triple , 2 Twin Beds","Main Building Sea Side Triple , 2 Twin Beds",73.46938775510205,1,0,0,0,0,0,0,1,1,1,0,1,0.58966921110479
hotel_39620741_20260722_174828,39620741,12,37,Deluxe Double room (full double bed),DOUBLE B BLOCK ROOM,73.33333333333333,1,0,0,0,0,0,0,1,1,1,0,1,0.5865377033417937
hotel_39620741_20260722_174828,39620741,7,37,Standard Main Building Double room with side sea view (full double bed) (main building),DOUBLE B BLOCK ROOM,73.33333333333333,1,0,0,0,0,0,0,1,1,1,0,1,0.5865377033417937
hotel_39620741_20260722_174828,39620741,7,36,Standard Main Building Double room with side sea view (full double bed) (main building),DOUBLE A BLOCK ROOM,73.33333333333333,1,0,0,0,0,0,0,1,1,1,0,1,0.5865377033417937
hotel_39620741_20260722_174828,39620741,12,36,Deluxe Double room (full double bed),DOUBLE A BLOCK ROOM,73.33333333333333,1,0,0,0,0,0,0,1,1,1,0,1,0.5865377033417937
hotel_39766989_20260722_173629,39766989,53,119,be romantic superior side sea view room,Superior Room (Limited Sea View),84.61538461538461,1,1,1,1,1,0,0,0,0,1,0,1,0.5813384076309873
hotel_39766989_20260722_173629,39766989,4,119,Be Romantic Superior Room Side Sea View,Superior Room (Limited Sea View),84.61538461538461,1,1,1,1,1,0,0,0,0,1,0,1,0.5813384076309873
hotel_39620741_20260722_174828,39620741,27,75,Standard Room Main Building Side Sea View,STANDARD ROOM (LIMITED SEA VIEW),84.61538461538461,1,1,1,1,1,0,0,0,0,1,0,1,0.5813384076309873
hotel_39620741_20260722_174828,39620741,161,167,"Main Building Family Sea Side Quad,1 Double Bed and 2 Twin Sofa Beds",Main Building Family Sea Side 5 Person,86.56716417910448,1,0,0,0,0,0,0,0,0,1,0,1,0.566541059264612
hotel_39620741_20260722_174828,39620741,147,167,"Main Building Family Side Sea,1 Double Bed and 2 Twin Sofa Beds",Main Building Family Sea Side 5 Person,86.56716417910448,1,0,0,0,0,0,0,0,0,1,0,1,0.566541059264612
hotel_39620741_20260722_174828,39620741,31,167,Family Room Main Building Side Sea View,Main Building Family Sea Side 5 Person,86.56716417910448,1,0,0,0,0,0,0,0,0,1,0,1,0.566541059264612
hotel_39766989_20260722_173629,39766989,33,24,STANDARD DOUBLE ROOM,DOUBLE ROOM - LARGE - LAND VIEW,72.34042553191489,1,0,0,0,0,0,0,1,1,1,0,1,0.5634873811337158
hotel_39766989_20260722_173629,39766989,70,41,Standard Room Be Large Land View,DOUBLE STANDARD LAND VIEW (2AD),83.72093023255815,1,1,1,1,1,0,0,0,0,1,0,1,0.5605222560725269
hotel_39766989_20260722_173629,39766989,66,41,Standard Room Be Trendy Land View,DOUBLE STANDARD LAND VIEW (2AD),83.72093023255815,1,1,1,1,1,0,0,0,0,1,0,1,0.5605222560725269
hotel_39766989_20260722_173629,39766989,1,41,Be Trendy Standard Room Land View,DOUBLE STANDARD LAND VIEW (2AD),83.72093023255815,1,1,1,1,1,0,0,0,0,1,0,1,0.5605222560725269
hotel_39766989_20260722_173629,39766989,2,41,Be Large Standard Room Land View,DOUBLE STANDARD LAND VIEW (2AD),83.72093023255815,1,1,1,1,1,0,0,0,0,1,0,1,0.5605222560725269
hotel_39620741_20260722_174828,39620741,113,123,"Main Building Side Sea,2 Twin Beds",Main Building Sea Side Triple,86.27450980392157,1,0,0,0,0,0,0,0,0,1,0,1,0.5597001902849736
hotel_39620741_20260722_174828,39620741,10,123,"Standard Main Building Double room with side sea view (twin beds) (bed type is subject to availability, main building)",Main Building Sea Side Triple,86.27450980392157,1,0,0,0,0,0,0,0,0,1,0,1,0.5597001902849736
hotel_39620741_20260722_174828,39620741,34,123,DOUBLE MAIN BUILDING SIDE SEA VIEW,Main Building Sea Side Triple,86.27450980392157,1,0,0,0,0,0,0,0,0,1,0,1,0.5597001902849736
hotel_39620741_20260722_174828,39620741,7,123,Standard Main Building Double room with side sea view (full double bed) (main building),Main Building Sea Side Triple,86.27450980392157,1,0,0,0,0,0,0,0,0,1,0,1,0.5597001902849736
hotel_39620741_20260722_174828,39620741,27,123,Standard Room Main Building Side Sea View,Main Building Sea Side Triple,86.27450980392157,1,0,0,0,0,0,0,0,0,1,0,1,0.5597001902849736
hotel_39620741_20260722_174828,39620741,132,123,"Main Building Sea Side 2+2,2 Twin Beds",Main Building Sea Side Triple,86.27450980392157,1,0,0,0,0,0,0,0,0,1,0,1,0.5597001902849736
hotel_39766989_20260722_173629,39766989,70,96,Standard Room Be Large Land View,Standard Double or Twin Room (Land View),83.63636363636364,1,1,1,1,1,0,0,0,0,1,0,1,0.5585419235505494
hotel_39766989_20260722_173629,39766989,2,96,Be Large Standard Room Land View,Standard Double or Twin Room (Land View),83.63636363636364,1,1,1,1,1,0,0,0,0,1,0,1,0.5585419235505494
hotel_39620741_20260722_174828,39620741,10,73,"Standard Main Building Double room with side sea view (twin beds) (bed type is subject to availability, main building)",STANDARD DOUBLE OR TWIN ROOM,94.33962264150944,1,1,1,0,0,0,0,1,0,1,0,1,0.5553049676383103
hotel_39620741_20260722_174828,39620741,7,62,Standard Main Building Double room with side sea view (full double bed) (main building),TWIN/DOUBLE ROOM - MAIN BUILDING,90.9090909090909,1,0,0,0,0,0,0,1,0,1,0,1,0.5494053863007746
hotel_39620741_20260722_174828,39620741,31,147,Family Room Main Building Side Sea View,"Main Building Family Side Sea,1 Double Bed and 2 Twin Sofa Beds",85.29411764705883,1,0,0,0,0,0,0,0,0,1,0,1,0.5366321490929732
hotel_39620741_20260722_174828,39620741,31,171,Family Room Main Building Side Sea View,"Main Building Family Sea Side 5 Person,1 Double Bed and 2 Twin Sofa Beds",85.29411764705883,1,0,0,0,0,0,0,0,0,1,0,1,0.5366321490929732
hotel_39620741_20260722_174828,39620741,31,161,Family Room Main Building Side Sea View,"Main Building Family Sea Side Quad,1 Double Bed and 2 Twin Sofa Beds",85.29411764705883,1,0,0,0,0,0,0,0,0,1,0,1,0.5366321490929732
hotel_39766989_20260722_173629,39766989,60,20,Be Trendy Room Land View,BE TRENDY LANDVIEW DOUBLE ROOM,85.18518518518519,1,0,0,0,0,0,0,0,0,1,0,1,0.5340574805381114
hotel_39766989_20260722_173629,39766989,33,19,STANDARD DOUBLE ROOM,BE LARGE LANDVIEW DOUBLE ROOM,70.96774193548387,1,0,0,0,0,0,0,1,1,1,0,1,0.5311843688488203
hotel_39766989_20260722_173629,39766989,69,97,Be Large Double Room,Standard Double Room (Land View),70.96774193548387,1,0,0,0,0,0,0,1,1,1,0,1,0.5311843688488203
hotel_39766989_20260722_173629,39766989,33,20,STANDARD DOUBLE ROOM,BE TRENDY LANDVIEW DOUBLE ROOM,70.96774193548387,1,0,0,0,0,0,0,1,1,1,0,1,0.5311843688488203
hotel_39766989_20260722_173629,39766989,33,25,STANDARD DOUBLE ROOM,DOUBLE ROOM - SINGLE USE - LAND VIEW,70.96774193548387,1,0,0,0,0,0,0,1,1,1,0,1,0.5311843688488203
hotel_39766989_20260722_173629,39766989,69,25,Be Large Double Room,DOUBLE ROOM - SINGLE USE - LAND VIEW,70.96774193548387,1,0,0,0,0,0,0,1,1,1,0,1,0.5311843688488203
hotel_39620741_20260722_174828,39620741,30,156,Family Room Block A,"A Block Family Land Quad,1 Double Bed and 2 Twin Sofa Beds",84.84848484848484,1,0,0,0,0,0,0,0,0,1,0,1,0.5260885346767354
hotel_39620741_20260722_174828,39620741,23,30,"A Block Family Land Quad , 1 Double Bed and 2 Twin Sofa Beds",Family Room Block A,84.84848484848484,1,0,0,0,0,0,0,0,0,1,0,1,0.5260885346767354
hotel_39620741_20260722_174828,39620741,30,145,Family Room Block A,"A Block Family Land,1 Double Bed and 2 Twin Sofa Beds",84.84848484848484,1,0,0,0,0,0,0,0,0,1,0,1,0.5260885346767354
hotel_39620741_20260722_174828,39620741,17,30,A BLOCK FAMILY LAND,Family Room Block A,84.84848484848484,1,0,0,0,0,0,0,0,0,1,0,1,0.5260885346767354
hotel_39620741_20260722_174828,39620741,150,30,A Block Family Land Quad,Family Room Block A,84.84848484848484,1,0,0,0,0,0,0,0,0,1,0,1,0.5260885346767354
hotel_39766989_20260722_173629,39766989,66,72,Standard Room Be Trendy Land View,Be Romantic Room Land View,79.06976744186046,1,0,0,1,1,0,0,0,0,1,0,1,0.5258372499571697
hotel_39766989_20260722_173629,39766989,2,72,Be Large Standard Room Land View,Be Romantic Room Land View,79.06976744186046,1,0,0,1,1,0,0,0,0,1,0,1,0.5258372499571697
hotel_39766989_20260722_173629,39766989,1,72,Be Trendy Standard Room Land View,Be Romantic Room Land View,79.06976744186046,1,0,0,1,1,0,0,0,0,1,0,1,0.5258372499571697
hotel_39766989_20260722_173629,39766989,70,72,Standard Room Be Large Land View,Be Romantic Room Land View,79.06976744186046,1,0,0,1,1,0,0,0,0,1,0,1,0.5258372499571697
hotel_39766989_20260722_173629,39766989,1,96,Be Trendy Standard Room Land View,Standard Double or Twin Room (Land View),82.14285714285714,1,1,1,1,1,0,0,0,0,1,0,1,0.523317660465211
hotel_39766989_20260722_173629,39766989,66,96,Standard Room Be Trendy Land View,Standard Double or Twin Room (Land View),82.14285714285714,1,1,1,1,1,0,0,0,0,1,0,1,0.523317660465211
hotel_39766989_20260722_173629,39766989,62,19,Be Large Room Land View,BE LARGE LANDVIEW DOUBLE ROOM,84.61538461538461,1,0,0,0,0,0,0,0,0,1,0,1,0.5205635303893866
hotel_39766989_20260722_173629,39766989,60,24,Be Trendy Room Land View,DOUBLE ROOM - LARGE - LAND VIEW,78.43137254901961,1,0,0,1,1,0,0,0,0,1,0,1,0.5106940859457514
hotel_39766989_20260722_173629,39766989,11,117,SUPERIOR BE ROMANTIC LAND VIEW,Romantic Superior Room,87.17948717948718,1,1,1,0,0,0,0,0,0,1,0,1,0.505958568573162
hotel_39766989_20260722_173629,39766989,47,37,superior be romantic side seaview,SUPERIOR ROMANTIC ROOM,87.17948717948718,1,1,1,0,0,0,0,0,0,1,0,1,0.505958568573162
hotel_39766989_20260722_173629,39766989,11,37,SUPERIOR BE ROMANTIC LAND VIEW,SUPERIOR ROMANTIC ROOM,87.17948717948718,1,1,1,0,0,0,0,0,0,1,0,1,0.505958568573162
hotel_39766989_20260722_173629,39766989,47,117,superior be romantic side seaview,Romantic Superior Room,87.17948717948718,1,1,1,0,0,0,0,0,0,1,0,1,0.505958568573162
hotel_39620741_20260722_174828,39620741,87,96,b block land 1-2ad+0-1ch max3,A Block Land 2+2,83.33333333333333,1,0,0,0,0,0,0,0,0,1,1,0,0.49012230447114663
hotel_39620741_20260722_174828,39620741,3,96,Standard B Block with land view,A Block Land 2+2,83.33333333333333,1,0,0,0,0,0,0,0,0,1,1,0,0.49012230447114663
hotel_39766989_20260722_173629,39766989,21,85,"FAMILY, SIDE SEA VIEW",Be Family A Side Seaview Room,77.55102040816327,1,0,0,1,1,0,0,0,0,1,1,0,0.48978506788648346
hotel_39766989_20260722_173629,39766989,60,104,Be Trendy Room Land View,Standard Room (Land View),76.59574468085106,1,0,0,1,1,0,0,0,0,1,1,0,0.4671392598830291
hotel_39766989_20260722_173629,39766989,19,97,BE LARGE LANDVIEW DOUBLE ROOM,Standard Double Room (Land View),67.79661016949152,1,0,0,0,0,0,0,1,1,1,1,0,0.4560111859903996
hotel_39766989_20260722_173629,39766989,62,104,Be Large Room Land View,Standard Room (Land View),75.67567567567568,1,0,0,1,1,0,0,0,0,1,1,0,0.44545425195673577
hotel_39766989_20260722_173629,39766989,19,92,BE LARGE LANDVIEW DOUBLE ROOM,DOUBLE LAND VIEW,66.66666666666666,1,0,0,0,0,0,0,1,1,1,1,0,0.4295285258665417
hotel_39766989_20260722_173629,39766989,20,97,BE TRENDY LANDVIEW DOUBLE ROOM,Standard Double Room (Land View),66.66666666666666,1,0,0,0,0,0,0,1,1,1,1,0,0.4295285258665417
hotel_39766989_20260722_173629,39766989,8,10,BE LARGE LANDVIEW,BE TRENDY LANDVIEW,80.0,1,0,0,0,0,0,0,0,0,1,1,0,0.411870364929167
hotel_39766989_20260722_173629,39766989,20,92,BE TRENDY LANDVIEW DOUBLE ROOM,DOUBLE LAND VIEW,65.21739130434783,1,0,0,0,0,0,0,1,1,1,1,0,0.3961625139112664
hotel_39620741_20260722_174828,39620741,25,36,Standard Room Block A,DOUBLE A BLOCK ROOM,77.41935483870968,1,0,0,0,0,0,0,0,0,1,1,0,0.3540135129915787
hotel_39620741_20260722_174828,39620741,24,37,Standard Room Block B,DOUBLE B BLOCK ROOM,77.41935483870968,1,0,0,0,0,0,0,0,0,1,1,0,0.3540135129915787
hotel_39766989_20260722_173629,39766989,128,129,Standard Family Room,Family Room - 2 Rooms,73.33333333333333,1,0,0,0,0,0,0,0,0,1,1,0,0.27097442445970293
hotel_39766989_20260722_173629,39766989,109,114,DOUBLE SUPERIOR,Superior Room,76.19047619047619,1,1,1,0,0,0,0,0,0,1,1,0,0.2649678483322451
hotel_39620741_20260722_174828,39620741,3,87,Standard B Block with land view,b block land 1-2ad+0-1ch max3,72.72727272727272,1,0,0,0,0,0,0,0,0,1,1,0,0.2597496149932156
hotel_39766989_20260722_173629,39766989,10,66,BE TRENDY LANDVIEW,Standard Room Be Trendy Land View,70.58823529411765,1,0,0,0,0,0,0,0,0,1,1,0,0.22261101515112233
hotel_39766989_20260722_173629,39766989,1,10,Be Trendy Standard Room Land View,BE TRENDY LANDVIEW,70.58823529411765,1,0,0,0,0,0,0,0,0,1,1,0,0.22261101515112233
hotel_39766989_20260722_173629,39766989,19,41,BE LARGE LANDVIEW DOUBLE ROOM,DOUBLE STANDARD LAND VIEW (2AD),55.55555555555556,1,0,0,0,0,0,0,1,1,1,1,0,0.20758937848338532
hotel_39766989_20260722_173629,39766989,2,8,Be Large Standard Room Land View,BE LARGE LANDVIEW,69.38775510204081,1,0,0,0,0,0,0,0,0,1,1,0,0.2034968160940425
hotel_39766989_20260722_173629,39766989,8,70,BE LARGE LANDVIEW,Standard Room Be Large Land View,69.38775510204081,1,0,0,0,0,0,0,0,0,1,1,0,0.2034968160940425
hotel_39620741_20260722_174828,39620741,25,37,Standard Room Block A,DOUBLE B BLOCK ROOM,68.9655172413793,1,0,0,0,0,0,0,0,0,1,1,0,0.19707127607001684
hotel_39620741_20260722_174828,39620741,24,36,Standard Room Block B,DOUBLE A BLOCK ROOM,68.9655172413793,1,0,0,0,0,0,0,0,0,1,1,0,0.19707127607001684
hotel_39766989_20260722_173629,39766989,20,41,BE TRENDY LANDVIEW DOUBLE ROOM,DOUBLE STANDARD LAND VIEW (2AD),54.54545454545455,1,0,0,0,0,0,0,1,1,1,1,0,0.1922440451531796
hotel_39620741_20260722_174828,39620741,11,38,Deluxe Room,DOUBLE DELUXE,70.58823529411765,1,1,1,0,0,0,0,0,0,1,1,0,0.1747091894215035
hotel_39620741_20260722_174828,39620741,11,64,Deluxe Room,DE LUXE,66.66666666666666,1,0,0,0,0,0,0,0,0,1,1,0,0.16477365639183536
hotel_39766989_20260722_173629,39766989,40,60,DOUBLE/TWIN LAND VIEW 2/3 PAX,Be Trendy Room Land View,60.37735849056604,1,0,0,1,1,0,0,0,0,1,1,0,0.1580708406348557
hotel_39766989_20260722_173629,39766989,40,62,DOUBLE/TWIN LAND VIEW 2/3 PAX,Be Large Room Land View,57.69230769230769,1,0,0,1,1,0,0,0,0,1,1,0,0.12699676571752708
hotel_39766989_20260722_173629,39766989,40,104,DOUBLE/TWIN LAND VIEW 2/3 PAX,Standard Room (Land View),56.25,1,0,0,1,1,0,0,0,0,1,1,0,0.11256332968409218
hotel_39766989_20260722_173629,39766989,40,70,DOUBLE/TWIN LAND VIEW 2/3 PAX,Standard Room Be Large Land View,55.73770491803279,1,0,0,1,1,0,0,0,0,1,1,0,0.10779180910097153
hotel_39766989_20260722_173629,39766989,2,40,Be Large Standard Room Land View,DOUBLE/TWIN LAND VIEW 2/3 PAX,55.73770491803279,1,0,0,1,1,0,0,0,0,1,1,0,0.10779180910097153
hotel_39766989_20260722_173629,39766989,63,101,Standard Room,Large Room,60.869565217391305,1,0,0,0,0,0,0,0,0,1,1,0,0.10211408986659767
hotel_39766989_20260722_173629,39766989,1,40,Be Trendy Standard Room Land View,DOUBLE/TWIN LAND VIEW 2/3 PAX,54.83870967741935,1,0,0,1,1,0,0,0,0,1,1,0,0.09984773818177634
hotel_39766989_20260722_173629,39766989,40,66,DOUBLE/TWIN LAND VIEW 2/3 PAX,Standard Room Be Trendy Land View,54.83870967741935,1,0,0,1,1,0,0,0,0,1,1,0,0.09984773818177634
hotel_39620741_20260722_174828,39620741,38,64,DOUBLE DELUXE,DE LUXE,60.0,1,0,0,0,0,0,0,0,0,1,1,0,0.0947837710951214
hotel_39766989_20260722_173629,39766989,7,33,LARGE ROOM (2AD),STANDARD DOUBLE ROOM,57.142857142857146,1,0,0,0,0,0,0,0,0,1,1,0,0.07391485628062157
hotel_39766989_20260722_173629,39766989,7,64,LARGE ROOM (2AD),Be Trendy Double Room,57.142857142857146,1,0,0,0,0,0,0,0,0,1,1,0,0.07391485628062157
hotel_39766989_20260722_173629,39766989,129,155,Family Room - 2 Rooms,Be Family A (4 Adults),57.142857142857146,1,0,0,0,0,0,0,0,0,1,1,0,0.07391485628062157
hotel_39766989_20260722_173629,39766989,128,155,Standard Family Room,Be Family A (4 Adults),54.54545454545455,1,0,0,0,0,0,0,0,0,1,1,0,0.05869849895572314
hotel_39766989_20260722_173629,39766989,8,60,BE LARGE LANDVIEW,Be Trendy Room Land View,53.65853658536585,1,0,0,0,0,0,0,0,0,1,1,0,0.054211726811226255
hotel_39766989_20260722_173629,39766989,10,62,BE TRENDY LANDVIEW,Be Large Room Land View,53.65853658536585,1,0,0,0,0,0,0,0,0,1,1,0,0.054211726811226255
